Step,Type,Amount,oldBal,newBal,oldBalDest,newBalDest,isFlaggedFraud,Payment Method,Status,DeviceType,Browser,Geolocation,Hour,Day,Month,IsBusinessHours,NormalizedAmount,AmountPercentage,OriginBalanceChange,DestBalanceChange,IsCommonDevice,IsCommonBrowser
12,5,813.78,11476.58,10662.8,5208.86,6022.639999999999,0,0,1,1,2,1,7,25,1,0,0.0709017057602735,7.090170576027351,-813.7800000000007,813.7799999999997,1,1
25,4,4495.93,3520.26,-975.67,3465.54,7961.47,0,0,1,1,2,2,7,22,5,0,1.2767958060466993,127.67958060466992,-4495.93,4495.93,1,1
28,2,7125.15,13837.48,6712.33,3764.82,10889.97,0,1,2,2,2,3,17,22,6,1,0.5148795243408235,51.48795243408235,-7125.15,7125.15,1,1
29,2,164.91,13155.31,12990.4,15290.35,15455.26,0,0,2,1,0,1,6,29,3,0,0.0125346696756157,1.2534669675615733,-164.90999999999983,164.90999999999983,1,0
4,1,675.45,15755.7,15080.25,16546.17,15870.719999999998,0,1,1,0,0,4,6,20,2,0,0.0428674785964066,4.286747859640661,-675.4500000000007,-675.4500000000007,1,0
14,2,9193.75,16807.45,7613.700000000001,15802.23,24995.98,0,0,1,2,1,2,14,7,4,1,0.5469719099619537,54.69719099619537,-9193.75,9193.75,1,1
27,3,8392.95,7417.68,15810.63,12120.12,20513.07,0,3,2,0,2,2,7,9,3,0,1.1313265971844049,113.1326597184405,8392.949999999999,8392.949999999999,1,1
29,4,3181.6,7953.51,4771.91,10089.65,13271.25,0,2,2,2,1,2,16,15,5,1,0.3999743541714071,39.99743541714072,-3181.6000000000004,3181.6000000000004,1,1
24,1,6343.53,12599.61,6256.080000000001,2093.79,-4249.74,0,3,2,0,0,0,14,17,2,1,0.5034303894811442,50.34303894811442,-6343.53,-6343.53,1,0
14,1,8505.92,19215.96,10710.04,19621.65,11115.73,0,1,0,2,3,0,0,14,2,0,0.4426256806487603,44.26256806487603,-8505.919999999998,-8505.920000000002,1,1
20,2,2806.65,6305.25,3498.6,949.04,3755.69,0,2,0,0,2,1,10,15,5,1,0.4450584737363726,44.50584737363727,-2806.65,2806.65,1,1
23,2,6019.47,987.01,-5032.46,2755.79,8775.26,0,2,2,2,3,1,13,25,1,1,6.0925193064847525,609.2519306484752,-6019.47,6019.47,1,1
30,2,8796.84,11132.07,2335.23,6064.87,14861.71,1,2,2,1,3,2,23,28,5,0,0.7901540186130152,79.01540186130151,-8796.84,8796.84,1,1
8,1,574.64,11244.81,10670.17,4866.24,4291.599999999999,0,2,2,2,0,0,2,22,6,0,0.0510981423303434,5.109814233034348,-574.6399999999994,-574.6400000000003,1,0
25,2,6730.81,15201.11,8470.3,516.31,7247.120000000001,1,1,0,0,1,2,13,19,6,1,0.442754985985498,44.27549859854981,-6730.810000000001,6730.810000000001,1,1
2,3,1653.75,872.97,2526.7200000000003,18542.58,20196.33,0,1,0,2,1,0,14,26,6,1,1.89222742199389,189.222742199389,1653.7500000000002,1653.75,1,1
8,2,3838.07,6579.35,2741.28,7387.22,11225.29,0,0,0,1,3,2,19,24,1,0,0.5832622884800961,58.326228848009606,-3838.07,3838.0700000000006,1,1
18,5,152.5,6828.96,6676.46,4902.16,5054.66,0,3,2,0,3,0,2,8,6,0,0.022328095625743,2.232809562574305,-152.5,152.5,1,1
2,2,9273.14,17998.17,8725.029999999999,1696.3,10969.44,0,0,2,0,2,3,7,17,1,0,0.515198200805926,51.5198200805926,-9273.14,9273.14,1,1
11,3,2741.89,1876.59,4618.48,12176.24,14918.13,0,1,0,0,1,0,2,26,4,0,1.460324138922768,146.0324138922768,2741.8899999999994,2741.8899999999994,1,1
2,3,7741.68,8386.92,16128.6,8382.02,16123.7,0,2,0,1,0,0,7,17,3,0,0.9229558698700036,92.29558698700036,7741.68,7741.68,1,0
28,5,9613.45,19413.48,9800.03,10530.06,20143.51,0,0,0,2,0,4,15,19,4,1,0.4951690696840709,49.51690696840709,-9613.45,9613.45,1,0
1,2,4072.26,4744.01,671.75,7230.88,11303.14,0,3,1,1,1,1,12,9,6,1,0.8582194768820297,85.82194768820297,-4072.26,4072.2599999999993,1,1
16,3,6209.09,14838.94,21048.03,7636.66,13845.75,0,0,0,0,1,2,11,10,4,1,0.4184039827654289,41.84039827654289,6209.089999999998,6209.09,1,1
27,3,1167.11,10365.24,11532.35,13212.19,14379.3,0,1,2,1,2,0,10,1,1,1,0.1125875920295111,11.258759202951117,1167.1100000000006,1167.1099999999988,1,1
13,2,5473.33,7823.18,2349.8500000000004,19794.61,25267.94,0,0,2,2,3,1,5,23,2,0,0.6995403991216971,69.9540399121697,-5473.33,5473.329999999998,1,1
21,1,6487.18,7522.46,1035.2799999999995,17588.88,11101.7,0,1,2,2,2,4,21,28,2,0,0.8622601834794098,86.22601834794098,-6487.18,-6487.18,1,1
13,3,6825.84,52.94,6878.78,10460.58,17286.42,0,2,2,2,3,3,6,14,5,0,126.54505005561737,12654.505005561736,6825.84,6825.839999999998,1,1
10,4,3454.21,2861.99,-592.2200000000003,13042.33,16496.54,0,2,2,1,1,3,21,22,5,0,1.2065043887683855,120.65043887683856,-3454.21,3454.210000000001,1,1
3,3,6115.75,1152.08,7267.83,7702.04,13817.79,0,0,1,1,3,3,6,17,2,0,5.303838415374476,530.3838415374476,6115.75,6115.750000000001,1,1
22,3,8236.93,19196.17,27433.1,14303.61,22540.54,0,2,1,0,0,1,12,14,6,1,0.4290700139656002,42.90700139656002,8236.93,8236.93,1,0
22,3,5815.33,3057.05,8872.380000000001,12630.22,18445.55,0,1,2,0,1,2,17,28,1,1,1.901646474060267,190.1646474060267,5815.330000000001,5815.33,1,1
27,4,1037.52,4937.28,3899.76,8602.04,9639.56,0,0,2,2,1,0,8,4,1,0,0.2100974428343472,21.00974428343472,-1037.5199999999995,1037.5199999999986,1,1
12,2,185.15,19512.16,19327.01,18387.49,18572.640000000003,0,3,0,0,3,3,11,6,4,1,0.0094884682952428,0.94884682952428,-185.15000000000143,185.15000000000143,1,1
5,4,2580.02,7047.98,4467.959999999999,835.42,3415.44,0,1,2,1,2,2,2,4,6,0,0.3660132387948328,36.60132387948328,-2580.0200000000004,2580.02,1,1
10,4,8343.04,17984.34,9641.3,8703.69,17046.730000000003,0,1,0,0,3,2,22,10,2,0,0.4638800267328836,46.38800267328836,-8343.04,8343.040000000003,1,1
11,5,4256.3,10210.55,5954.249999999999,19753.08,24009.38,0,3,0,2,2,1,22,9,4,0,0.4168123350519755,41.681233505197554,-4256.3,4256.299999999999,1,1
27,4,325.8,3439.7,3113.9,411.52,737.3199999999999,0,2,2,1,3,4,3,5,7,0,0.0946900340047083,9.469003400470836,-325.7999999999997,325.79999999999995,1,1
4,4,7970.8,10474.63,2503.829999999999,19481.15,27451.95,0,1,2,2,3,2,4,20,1,0,0.7608897985133114,76.08897985133115,-7970.8,7970.799999999999,1,1
26,4,1691.72,16765.98,15074.26,7746.5,9438.22,0,3,0,2,0,4,20,22,6,0,0.1008959275910152,10.08959275910152,-1691.7199999999991,1691.7199999999991,1,0
9,1,7870.48,4672.2,-3198.28,13232.51,5362.030000000001,0,2,2,2,1,3,11,16,7,1,1.6841735855516562,168.4173585551656,-7870.48,-7870.48,1,1
12,4,253.44,4345.67,4092.23,3812.57,4066.01,0,3,0,0,1,2,2,17,6,0,0.0583067037525278,5.83067037525278,-253.44000000000003,253.44000000000003,1,1
6,4,1261.23,1748.05,486.82,6449.68,7710.91,0,2,2,1,2,1,9,19,4,1,0.7210943083388125,72.10943083388125,-1261.23,1261.2299999999996,1,1
9,2,4383.5,5345.45,961.9499999999998,18864.46,23247.96,0,2,2,0,2,3,3,15,1,0,0.8198898334408814,81.98898334408814,-4383.5,4383.5,1,1
6,3,7808.54,16506.35,24314.89,5317.39,13125.93,0,2,2,0,2,4,20,8,1,0,0.4730341332800238,47.30341332800238,7808.540000000001,7808.54,1,1
17,3,9729.46,10197.14,19926.6,9884.38,19613.84,0,2,0,2,1,4,23,4,2,0,0.9540425999250844,95.40425999250844,9729.46,9729.46,1,1
20,3,7550.75,8306.38,15857.13,1708.81,9259.56,0,0,2,1,2,2,11,22,2,1,0.9089207427612558,90.89207427612558,7550.75,7550.75,1,1
6,1,6836.89,13872.98,7036.089999999999,12378.86,5541.97,0,1,2,0,3,0,12,13,2,1,0.4927850551896428,49.27850551896428,-6836.89,-6836.89,1,1
3,1,366.26,16304.76,15938.5,5509.98,5143.719999999999,0,3,0,2,0,0,4,20,1,0,0.022462001157873,2.2462001157873046,-366.2600000000002,-366.2600000000002,1,0
19,1,4594.54,6624.02,2029.4800000000005,13403.18,8808.64,0,0,0,1,1,2,4,18,3,0,0.6935133780728209,69.35133780728209,-4594.54,-4594.540000000001,1,1
2,3,9293.51,11918.77,21212.28,12255.22,21548.73,0,0,1,1,0,2,20,26,5,0,0.7796719231998603,77.96719231998604,9293.509999999998,9293.51,1,0
14,3,622.76,16690.05,17312.809999999998,13584.0,14206.76,0,3,1,0,0,2,15,28,3,1,0.0373110139865376,3.7311013986537698,622.7599999999984,622.7600000000002,1,0
29,2,3906.87,1156.7,-2750.17,7083.02,10989.89,0,1,1,0,0,2,17,7,5,1,3.3746825602487687,337.4682560248769,-3906.87,3906.869999999999,1,0
7,4,5912.81,17223.15,11310.34,9021.19,14934.0,0,0,1,0,1,4,8,15,3,0,0.3432860257255075,34.32860257255075,-5912.810000000001,5912.81,1,1
30,2,2361.25,15955.26,13594.01,3450.45,5811.7,0,1,0,2,3,3,19,11,5,0,0.1479826726313058,14.798267263130583,-2361.25,2361.25,1,1
6,2,3619.12,9326.78,5707.660000000001,1164.66,4783.78,0,0,0,2,2,0,14,7,7,1,0.3879937134023314,38.79937134023314,-3619.12,3619.12,1,1
24,1,6209.03,13329.22,7120.19,16903.02,10693.990000000002,0,3,2,1,1,2,16,30,1,1,0.4657860110335763,46.578601103357634,-6209.03,-6209.029999999999,1,1
3,1,6196.78,5134.73,-1062.0500000000002,12978.28,6781.500000000001,0,0,2,0,1,0,15,9,1,1,1.206601593152288,120.6601593152288,-6196.78,-6196.78,1,1
13,3,9719.08,12292.44,22011.52,3926.89,13645.97,0,0,0,1,0,4,7,14,7,0,0.79059075409324,79.059075409324,9719.08,9719.08,1,0
18,2,1524.39,13353.06,11828.67,8921.48,10445.87,0,2,0,1,1,3,17,10,5,1,0.1141518010253061,11.415180102530616,-1524.3899999999994,1524.3900000000012,1,1
27,2,9525.48,8261.85,-1263.6299999999992,17997.55,27523.03,0,1,1,0,2,2,23,21,3,0,1.1528080504910532,115.28080504910533,-9525.48,9525.48,1,1
24,2,3976.64,676.72,-3299.92,5524.15,9500.79,0,1,2,0,0,3,7,26,3,0,5.86767396564953,586.7673965649531,-3976.64,3976.640000000001,1,0
3,5,658.9,15403.77,14744.87,1359.03,2017.93,0,0,0,2,1,0,3,9,1,0,0.042772465931007,4.277246593100708,-658.8999999999996,658.9000000000001,1,1
6,2,9554.34,16949.82,7395.48,2381.18,11935.52,0,2,0,1,1,2,5,9,7,0,0.5636506080531798,56.36506080531798,-9554.34,9554.34,1,1
4,1,1794.94,5280.65,3485.71,14693.96,12899.02,0,0,0,1,2,3,14,5,5,1,0.3398445561519601,33.98445561519601,-1794.9399999999996,-1794.9399999999987,1,1
10,3,4874.47,5152.82,10027.29,6515.6,11390.07,0,3,2,1,1,0,17,13,2,1,0.945797486136497,94.5797486136497,4874.470000000001,4874.469999999999,1,1
28,3,382.26,9405.35,9787.61,12844.65,13226.91,0,0,0,1,0,2,23,2,1,0,0.0406385048398156,4.0638504839815655,382.2600000000002,382.2600000000002,1,0
4,2,5405.91,7827.93,2422.0200000000004,954.19,6360.1,0,3,0,0,3,1,1,8,4,0,0.6905043217911004,69.05043217911005,-5405.91,5405.91,1,1
7,4,6126.28,1899.29,-4226.99,2629.88,8756.16,0,1,1,1,0,3,3,9,4,0,3.223865831004741,322.3865831004741,-6126.28,6126.28,1,0
18,2,9282.71,425.79,-8856.919999999998,15415.43,24698.14,0,3,2,1,3,0,3,7,1,0,21.7500644344994,2175.00644344994,-9282.71,9282.71,1,1
13,2,5846.09,18706.68,12860.59,9029.94,14876.03,0,1,0,1,2,1,3,20,5,0,0.3124967927610478,31.249679276104786,-5846.09,5846.09,1,1
3,2,5025.39,10095.14,5069.749999999999,9721.1,14746.490000000002,0,3,1,1,3,2,21,8,4,0,0.4977535969192186,49.77535969192186,-5025.39,5025.390000000001,1,1
4,3,8954.47,13638.86,22593.33,4859.68,13814.15,0,3,2,1,0,1,2,25,4,0,0.656492808577214,65.64928085772141,8954.470000000001,8954.47,1,0
7,4,7039.04,15670.18,8631.14,16706.64,23745.68,0,2,0,1,1,4,5,13,2,0,0.4491710260490913,44.91710260490914,-7039.040000000001,7039.040000000001,1,1
10,1,1526.83,2627.34,1100.5100000000002,15280.52,13753.69,0,2,1,2,1,4,23,17,1,0,0.5809103845012441,58.09103845012441,-1526.83,-1526.83,1,1
14,2,2827.78,9984.77,7156.99,296.48,3124.26,0,1,2,1,1,3,14,13,1,1,0.2831809665153513,28.318096651535136,-2827.7800000000007,2827.78,1,1
11,4,9317.8,1426.41,-7891.389999999999,14513.91,23831.71,0,2,0,1,3,1,4,20,1,0,6.527767074631675,652.7767074631674,-9317.8,9317.8,1,1
8,3,9198.43,3439.86,12638.29,18298.04,27496.47,0,1,2,1,1,3,16,3,4,1,2.673293885830868,267.3293885830868,9198.43,9198.43,1,1
20,5,704.14,14024.94,13320.8,16512.88,17217.02,0,1,0,2,2,3,21,12,6,0,0.0502026958620955,5.020269586209551,-704.1400000000012,704.1399999999994,1,1
2,4,1706.32,8335.43,6629.110000000001,13775.75,15482.07,0,2,1,1,0,2,13,4,5,1,0.2046823400424402,20.46823400424402,-1706.3199999999997,1706.3199999999997,1,0
7,4,7949.05,460.44,-7488.610000000001,9291.74,17240.79,0,0,0,1,0,0,10,6,5,1,17.226616678224687,1722.6616678224686,-7949.05,7949.050000000001,1,0
29,5,6502.22,14119.88,7617.659999999999,11937.45,18439.67,0,0,0,1,3,4,13,25,2,1,0.460468469387177,46.04684693871771,-6502.22,6502.2199999999975,1,1
22,3,1804.37,7672.5,9476.87,13393.83,15198.2,0,3,1,2,2,3,18,2,7,0,0.2351430246953802,23.51430246953802,1804.3700000000008,1804.3700000000008,1,1
13,3,7309.68,683.49,7993.17,12399.45,19709.13,0,0,2,1,2,0,9,26,5,1,10.679016494032052,1067.9016494032053,7309.68,7309.68,1,1
27,5,8131.46,2845.52,-5285.9400000000005,2789.48,10920.94,0,0,0,0,1,4,12,8,3,1,2.856631957618425,285.66319576184253,-8131.460000000001,8131.460000000001,1,1
2,3,3316.54,13869.0,17185.54,11970.66,15287.2,0,0,0,0,3,4,5,6,6,0,0.2391160778658976,23.91160778658976,3316.540000000001,3316.540000000001,1,1
25,3,8212.32,1627.16,9839.48,11674.69,19887.01,0,2,2,2,2,2,23,25,3,0,5.043926886792453,504.3926886792453,8212.32,8212.319999999998,1,1
16,5,9656.26,8768.21,-888.0500000000011,13450.27,23106.53,0,3,2,1,0,4,17,26,1,1,1.1011550641391872,110.11550641391872,-9656.26,9656.259999999998,1,0
28,1,6628.37,16292.35,9663.98,2078.18,-4550.1900000000005,0,2,1,2,0,2,3,4,2,0,0.4068144365646107,40.68144365646107,-6628.370000000001,-6628.370000000001,1,0
21,3,5250.94,8656.77,13907.71,10454.7,15705.64,0,0,0,0,2,4,9,3,1,1,0.6065002881804437,60.65002881804437,5250.939999999999,5250.939999999999,1,1
14,1,3396.58,12201.21,8804.63,4123.8,727.2200000000003,0,1,1,0,2,4,18,4,3,0,0.2783577728952378,27.835777289523783,-3396.58,-3396.58,1,1
27,4,7654.06,7095.6,-558.46,1654.27,9308.33,0,1,2,1,2,2,22,12,6,0,1.0785531099399712,107.85531099399712,-7654.06,7654.059999999999,1,1
23,2,8123.92,1946.28,-6177.64,6095.48,14219.4,0,2,1,0,0,3,17,25,2,1,4.171932130972434,417.19321309724336,-8123.92,8123.92,1,0
25,2,1832.28,7487.56,5655.280000000001,17442.17,19274.45,0,0,0,1,0,2,1,3,2,0,0.2446772143108955,24.467721431089554,-1832.28,1832.2800000000025,1,0
1,3,5636.5,15730.03,21366.53,11726.02,17362.52,0,3,2,2,0,2,13,6,6,1,0.3583045738263801,35.83045738263801,5636.499999999998,5636.5,1,0
14,4,160.99,19932.46,19771.47,10671.08,10832.07,0,0,0,1,2,1,12,28,6,1,0.008076370083267,0.8076370083267029,-160.98999999999796,160.98999999999978,1,1
15,5,5252.38,10541.92,5289.54,11199.1,16451.48,0,2,1,1,2,0,7,11,6,0,0.4981902546922485,49.81902546922485,-5252.38,5252.379999999999,1,1
27,2,4907.61,10767.55,5859.94,12609.58,17517.19,0,1,0,1,0,0,11,23,3,1,0.4557354518482061,45.57354518482061,-4907.61,4907.609999999999,1,0
30,3,1388.12,13671.03,15059.15,9957.24,11345.36,0,2,2,0,3,3,5,2,5,0,0.1015299117980285,10.152991179802852,1388.119999999999,1388.1200000000008,1,1
11,3,8749.45,18584.65,27334.1,16998.6,25748.05,0,2,1,1,3,1,8,8,6,0,0.4707637343864755,47.07637343864756,8749.449999999997,8749.45,1,1
20,1,6041.84,15556.55,9514.71,4571.07,-1470.7700000000004,0,3,2,0,2,4,14,2,3,1,0.3883542074426886,38.83542074426886,-6041.84,-6041.84,1,1
10,3,6633.53,9914.58,16548.11,19274.23,25907.76,0,1,2,1,1,4,9,17,2,1,0.6690007039426841,66.90007039426841,6633.530000000001,6633.529999999999,1,1
1,3,1155.8,3971.19,5126.99,12105.81,13261.61,0,1,0,0,1,4,5,23,4,0,0.2909729897109654,29.097298971096546,1155.7999999999995,1155.800000000001,1,1
24,5,5900.62,10806.87,4906.250000000001,9115.98,15016.6,0,3,1,0,0,1,12,22,4,1,0.5459558636438077,54.595586364380765,-5900.62,5900.620000000001,1,0
8,2,7120.45,3391.07,-3729.38,8096.62,15217.07,0,0,0,2,1,0,9,7,7,1,2.099145949228642,209.91459492286415,-7120.450000000001,7120.45,1,1
16,5,722.19,15351.36,14629.17,15265.92,15988.11,0,3,0,2,1,3,6,10,3,0,0.0470409761105133,4.70409761105133,-722.1900000000005,722.1900000000005,1,1
21,1,9182.46,2109.63,-7072.829999999999,11721.01,2538.550000000001,0,0,2,1,2,2,5,8,7,0,4.350577789569938,435.0577789569938,-9182.46,-9182.46,1,1
14,3,1934.35,7832.6,9766.95,2489.46,4423.81,0,0,2,1,2,1,12,1,1,1,0.246929891748366,24.6929891748366,1934.3500000000004,1934.3500000000004,1,1
17,3,1815.42,16133.6,17949.02,18014.36,19829.78,0,2,1,2,0,4,18,8,3,0,0.1125171990628834,11.251719906288349,1815.42,1815.4199999999985,1,0
26,2,7765.36,8248.63,483.2699999999995,1393.24,9158.6,1,2,1,2,3,3,21,17,2,0,0.941297973363654,94.1297973363654,-7765.36,7765.360000000001,1,1
29,3,7605.33,17237.94,24843.27,18126.56,25731.89,0,0,2,1,1,4,13,12,4,1,0.4411715569518776,44.11715569518776,7605.330000000002,7605.329999999998,1,1
5,4,747.96,16994.12,16246.16,10959.25,11707.21,0,1,2,2,1,2,4,7,1,0,0.0440102805981952,4.401028059819525,-747.9599999999991,747.9599999999991,1,1
14,4,5009.07,2066.95,-2942.12,15475.01,20484.08,0,0,0,2,1,2,21,14,3,0,2.422239415846612,242.2239415846612,-5009.07,5009.0700000000015,1,1
3,3,4058.5,663.43,4721.93,14926.88,18985.38,0,3,1,1,0,3,3,1,7,0,6.108243155787668,610.8243155787668,4058.500000000001,4058.500000000002,1,0
15,4,3258.79,17360.46,14101.669999999998,16103.97,19362.76,0,0,2,0,0,2,11,3,6,1,0.1877025319299183,18.770253192991834,-3258.790000000001,3258.789999999999,1,0
19,5,1339.59,9378.15,8038.559999999999,2206.56,3546.15,0,2,1,2,3,2,4,10,6,0,0.1428263755244345,14.28263755244345,-1339.590000000001,1339.59,1,1
14,3,3003.67,5309.11,8312.779999999999,17938.84,20942.51,0,1,2,2,1,1,22,4,3,0,0.5656511823672203,56.56511823672204,3003.669999999999,3003.6699999999983,1,1
1,3,762.93,3871.58,4634.51,6435.36,7198.29,0,3,2,2,3,4,23,28,3,0,0.19700819608633,19.700819608633,762.9300000000003,762.9300000000003,1,1
9,1,5739.3,8344.54,2605.2400000000007,15995.47,10256.169999999998,0,1,0,0,3,1,5,19,6,0,0.6877086443777155,68.77086443777155,-5739.3,-5739.300000000001,1,1
18,1,1644.37,14353.92,12709.55,12596.11,10951.740000000002,0,2,0,2,3,2,15,13,6,1,0.1145509692843986,11.455096928439865,-1644.3700000000008,-1644.369999999999,1,1
22,1,9913.85,7892.86,-2020.9900000000007,5283.06,-4630.79,0,1,0,1,3,0,8,10,4,0,1.2558938212737496,125.58938212737496,-9913.85,-9913.85,1,1
11,4,4264.53,13254.51,8989.98,2473.57,6738.1,0,2,2,0,1,2,21,30,4,0,0.3217175348213686,32.171753482136864,-4264.530000000001,4264.530000000001,1,1
19,5,7011.44,9798.03,2786.590000000001,7251.78,14263.22,0,3,0,0,3,1,15,27,2,1,0.7155238834864266,71.55238834864267,-7011.44,7011.44,1,1
3,1,5604.8,3037.67,-2567.13,16418.88,10814.080000000002,0,2,2,0,0,1,9,6,2,1,1.84449117541556,184.449117541556,-5604.8,-5604.799999999999,1,0
12,2,8684.93,11907.03,3222.1000000000004,6837.07,15522.0,0,2,0,2,0,3,19,24,1,0,0.7293339032568779,72.93339032568778,-8684.93,8684.93,1,0
12,1,4448.17,16927.83,12479.660000000002,2455.27,-1992.9,0,3,2,1,0,1,17,4,1,1,0.26275708362598,26.275708362598003,-4448.17,-4448.17,1,0
17,5,3615.46,7497.48,3882.02,18554.26,22169.72,0,2,1,0,2,1,19,9,2,0,0.4821590509009826,48.21590509009827,-3615.46,3615.4600000000023,1,1
21,2,8352.95,13727.43,5374.48,13738.09,22091.04,0,1,2,2,1,4,6,3,1,0,0.6084417518973401,60.84417518973401,-8352.95,8352.95,1,1
3,3,8436.11,11451.18,19887.29,4164.45,12600.56,0,0,2,1,0,0,11,24,2,1,0.7366379152266206,73.66379152266205,8436.11,8436.11,1,0
26,2,2448.95,19234.68,16785.73,15772.28,18221.23,0,3,1,2,3,0,12,16,6,1,0.1273128893805677,12.731288938056776,-2448.9500000000007,2448.949999999999,1,1
18,1,553.78,6860.56,6306.780000000001,4528.05,3974.27,0,3,1,1,0,4,7,9,6,0,0.0807075941914083,8.070759419140835,-553.7799999999997,-553.7800000000002,1,0
26,5,5506.56,10239.52,4732.96,2729.75,8236.310000000001,0,3,0,0,3,3,0,26,3,0,0.537722693769457,53.7722693769457,-5506.56,5506.560000000001,1,1
6,5,7780.89,17783.94,10003.05,11348.71,19129.6,0,3,0,0,3,2,7,8,7,0,0.4374988051688676,43.74988051688676,-7780.889999999999,7780.889999999999,1,1
18,1,2518.64,7051.98,4533.34,19210.51,16691.87,0,3,0,1,2,2,6,15,6,0,0.3571029550629663,35.71029550629663,-2518.6399999999994,-2518.6399999999994,1,1
29,4,1651.57,10239.51,8587.94,9842.9,11494.47,0,1,1,1,0,3,18,9,3,0,0.1612781004071086,16.127810040710862,-1651.5699999999997,1651.5699999999997,1,0
29,5,4275.26,8546.3,4271.039999999999,16802.37,21077.63,0,3,2,0,2,3,19,18,5,0,0.5001883635768021,50.01883635768021,-4275.26,4275.260000000002,1,1
7,4,3614.04,13005.99,9391.95,10789.98,14404.02,0,2,1,1,1,3,14,13,2,1,0.2778536771382157,27.785367713821568,-3614.039999999999,3614.040000000001,1,1
11,5,6262.09,8393.34,2131.25,7328.39,13590.48,0,3,2,1,3,2,13,10,3,1,0.7459895596318472,74.59895596318472,-6262.09,6262.089999999999,1,1
27,2,8820.72,10746.58,1925.8600000000008,4355.74,13176.46,0,0,0,2,2,4,7,30,1,0,0.8207168497466406,82.07168497466407,-8820.72,8820.72,1,1
5,4,495.73,6358.14,5862.41,10252.81,10748.54,0,3,2,2,2,0,19,26,1,0,0.0779555097072874,7.795550970728746,-495.7300000000005,495.7300000000014,1,1
9,2,9208.29,11034.41,1826.119999999999,2124.38,11332.670000000002,0,0,1,0,1,3,23,26,1,0,0.8344311629563379,83.44311629563379,-9208.29,9208.29,1,1
14,3,9005.5,55.72,9061.22,218.88,9224.38,0,3,1,2,2,2,15,6,6,1,158.77115655853314,15877.115655853311,9005.5,9005.5,1,1
30,4,4674.8,19947.56,15272.760000000002,8467.88,13142.68,0,3,2,0,3,1,9,23,1,1,0.2343427295002747,23.43427295002747,-4674.799999999999,4674.800000000001,1,1
23,3,2869.99,3697.22,6567.209999999999,9955.08,12825.07,0,0,1,0,1,0,2,10,3,0,0.7760463141727642,77.60463141727641,2869.99,2869.99,1,1
30,5,5632.26,8918.38,3286.119999999999,13418.37,19050.63,0,0,1,1,1,1,11,10,3,1,0.6314631734492757,63.14631734492757,-5632.26,5632.26,1,1
19,5,7113.61,13895.58,6781.97,3805.94,10919.55,0,3,1,0,0,2,16,3,5,1,0.5118964522206183,51.18964522206183,-7113.61,7113.609999999999,1,0
15,1,6499.02,14805.68,8306.66,12840.38,6341.359999999999,0,3,1,0,3,1,10,3,2,1,0.4389248636426262,43.892486364262616,-6499.02,-6499.02,1,1
18,4,6247.79,7245.43,997.6400000000004,8175.43,14423.22,0,3,1,1,2,4,16,14,5,1,0.8621886915350041,86.2188691535004,-6247.79,6247.789999999999,1,1
13,4,5112.0,11972.34,6860.34,10548.84,15660.84,0,0,1,0,0,4,1,12,4,0,0.4269485373337765,42.694853733377656,-5112.0,5112.0,1,0
30,3,4500.93,6513.63,11014.56,19775.62,24276.55,0,2,2,2,0,2,5,23,6,0,0.6908957223971277,69.08957223971277,4500.929999999999,4500.93,1,0
15,3,4234.39,152.6,4386.990000000001,19795.02,24029.41,0,0,2,1,0,0,9,9,5,1,27.56764322916667,2756.764322916667,4234.39,4234.389999999999,1,0
21,4,5292.6,12741.75,7449.15,4546.74,9839.34,0,3,2,1,3,3,21,12,7,0,0.4153420572482392,41.53420572482393,-5292.6,5292.6,1,1
10,2,1427.25,464.0,-963.25,1076.53,2503.78,0,2,2,1,1,3,12,15,3,1,3.0693548387096774,306.93548387096774,-1427.25,1427.2500000000002,1,1
24,5,1013.17,10758.58,9745.41,9890.43,10903.6,0,3,2,2,1,3,15,19,2,1,0.0941644562334217,9.416445623342176,-1013.17,1013.17,1,1
24,1,5600.48,15111.06,9510.58,11147.7,5547.220000000001,0,1,2,0,0,2,12,21,1,1,0.370596728705418,37.0596728705418,-5600.48,-5600.48,1,0
4,3,5139.7,16000.78,21140.48,16120.48,21260.18,0,0,2,2,1,4,18,14,1,0,0.3211955169987339,32.11955169987339,5139.699999999999,5139.700000000001,1,1
30,2,4199.38,13070.19,8870.810000000001,653.2,4852.58,0,2,2,0,2,3,4,5,6,0,0.3212699073305491,32.12699073305491,-4199.379999999999,4199.38,1,1
28,4,930.87,18723.12,17792.25,18003.02,18933.89,0,0,2,2,1,0,12,8,2,1,0.0497150199849178,4.971501998491785,-930.869999999999,930.869999999999,1,1
16,3,4582.43,18538.01,23120.44,2058.96,6641.39,0,0,1,0,3,0,7,7,5,0,0.2471777079790129,24.71777079790129,4582.43,4582.43,1,1
24,4,8294.55,10344.49,2049.9400000000005,3024.78,11319.33,0,1,1,0,0,4,7,25,4,0,0.8017551609445275,80.17551609445275,-8294.55,8294.55,1,0
17,2,170.78,15155.35,14984.57,5995.16,6165.94,0,3,1,0,3,2,6,20,1,0,0.0112678844180821,1.126788441808219,-170.78000000000063,170.77999999999977,1,1
21,2,8903.86,13852.3,4948.439999999999,18735.88,27639.74,0,0,1,1,1,0,14,28,2,1,0.6427248381252121,64.2724838125212,-8903.86,8903.86,1,1
